HGNC ID	Approved Symbol	Previous Symbols	Synonyms	Chromosome	Gene Family Name	UniProt ID(supplied by UniProt)
HGNC:13802	NEUROD4		Atoh3, ATH-3, MATH-3, bHLHa4	12q13.13	Basic helix-loop-helix proteins	Q9HD90
HGNC:13804	NEUROD6		Atoh2, NEX1M, Math-2, bHLHa2, Nex1	7p14.3	Basic helix-loop-helix proteins	Q96NK8
HGNC:7764	NEUROG1	NEUROD3	AKA, Math4C, ngn1, bHLHa6	5q31.1	Basic helix-loop-helix proteins	Q92886
HGNC:13805	NEUROG2		Atoh4, Math4A, ngn-2, bHLHa8, NGN2	4q25	Basic helix-loop-helix proteins	Q9H2A3
HGNC:13806	NEUROG3		Atoh5, Math4B, ngn3, bHLHa7	10q22.1	Basic helix-loop-helix proteins	Q9Y4Z2
HGNC:29557	NEXN		nexilin, NELIN	1p31.1	I-set domain containing	Q0ZGT2
HGNC:31983	NEXN-AS1	C1orf118	FLJ90637	1p31.1		Q8NBZ9
HGNC:7765	NF1			17q11.2		P21359
HGNC:7772	NF1P1		NF1HHS	15q11.2		
HGNC:38664	NF1P2			15q11.2		
HGNC:7766	NF1P3	NF1L1		21q11.2		
HGNC:7769	NF1P4	NF1L4		14q11.2		
HGNC:7770	NF1P5	NF1L5		18p11.21		
HGNC:7771	NF1P6	NF1L6	Em:AP000532.C22.1	22q11.1		
HGNC:34230	NF1P7	NF1L7		14q11.2		
HGNC:7767	NF1P8	NF1L2		2q21.1		
HGNC:51736	NF1P9			15q11.2		
HGNC:51737	NF1P10			14q11.2		
HGNC:51738	NF1P11			14q11.2		
HGNC:51739	NF1P12			12q12		
HGNC:7773	NF2		merlin, ACN, SCH, BANF	22q12.2	A-kinase anchoring proteins|FERM domain containing	P35240
HGNC:29872	NFAM1		CNAIP	22q13.2		Q8NET5
HGNC:29866	NFASC		NRCAML, KIAA0756, FLJ46866, NF	1q32.1	Fibronectin type III domain containing|I-set domain containing	O94856
HGNC:7774	NFAT5		TONEBP, KIAA0827, NFATL1, OREBP, NFATZ, NF-AT5	16q22.1	Nuclear factors of activated T-cells 	O94916
HGNC:7775	NFATC1		NF-ATC, NFATc, NFAT2	18q23	Nuclear factors of activated T-cells 	O95644
HGNC:7776	NFATC2		NF-ATP, NFATp, NFAT1	20q13.2	Nuclear factors of activated T-cells 	Q13469
HGNC:25906	NFATC2IP		FLJ14639, NIP45, RAD60, ESC2	16p11.2		Q8NCF5
HGNC:7777	NFATC3		NFAT4, NFATX	16q22.1	Nuclear factors of activated T-cells 	Q12968
HGNC:7778	NFATC4		NFAT3	14q12	Nuclear factors of activated T-cells 	Q14934
HGNC:7780	NFE2		NF-E2	12q13	Basic leucine zipper proteins	Q16621
HGNC:7781	NFE2L1	TCF11	NRF1, LCR-F1, FLJ00380	17q21.3	Basic leucine zipper proteins	Q14494
HGNC:7782	NFE2L2		NRF2	2q31.2	Basic leucine zipper proteins	Q16236
HGNC:7783	NFE2L3		Nrf3	7p15.2	Basic leucine zipper proteins	Q9Y4A8
HGNC:22278	NFE2L3P1			18q21.32		
HGNC:44191	NFE2L3P2			17q21.32		
HGNC:29902	NFE4		NF-E4	7q22.1		Q86UQ8
HGNC:7784	NFIA		NFI-L, KIAA1439	1p31.3		Q12857
HGNC:40402	NFIA-AS1		RP5-833A20.1	1p31.3	Long non-coding RNAs	
HGNC:40401	NFIA-AS2			1p31.3		
HGNC:7785	NFIB		NFI-RED, NFIB2, NFIB3	9p23-p22.3		O00712
HGNC:7786	NFIC	NFI	CTF, NF-I, CTF5	19p13.3		P08651
HGNC:7787	NFIL3	IL3BP1	E4BP4, NFIL3A, NF-IL3A	9q22.31	Basic leucine zipper proteins	Q16649
HGNC:7788	NFIX		NF1A	19p13.13		Q14938
HGNC:7794	NFKB1		KBF1, p105, NFKB-p50, p50, NF-kappaB, NFkappaB, NF-kB1	4q24	Ankyrin repeat domain containing|NF-kappa B complex subunits	P19838
HGNC:7795	NFKB2		LYT-10, p52, p105, NF-kB2, p49/p100	10q24.32	Ankyrin repeat domain containing|NF-kappa B complex subunits	Q00653
HGNC:7797	NFKBIA	NFKBI	IKBA, MAD-3, IkappaBalpha	14q13.2	Ankyrin repeat domain containing	P25963
HGNC:7798	NFKBIB		IKBB, TRIP9	19q13.1	Ankyrin repeat domain containing	Q15653
HGNC:15671	NFKBID		TA-NFKBH, IkappaBNS	19q13.12	Ankyrin repeat domain containing	Q8NI38
HGNC:7799	NFKBIE		IKBE	6p21.1	Ankyrin repeat domain containing	O00221
HGNC:7800	NFKBIL1	NFKBIL	IKBL	6p21.33		Q9UBC1
HGNC:29805	NFKBIZ		MAIL, FLJ34463, INAP	3q12.3	Ankyrin repeat domain containing	Q9BYH8
HGNC:7802	NFRKB		DKFZp547B2013, INO80G	11q24.3	INO80 complex 	Q6P4R8
HGNC:15910	NFS1		NifS, IscS	20q11.22		Q9Y697
HGNC:16287	NFU1	HIRIP5	CGI-33, NifU, NIFUC	2p13.3		Q9UMS0
HGNC:44553	NFU1P1			3p22.1		
HGNC:44554	NFU1P2			1p21.3		
HGNC:7803	NFX1		NFX2, MGC20369, Tex42, TEG-42	9p12	PHD finger proteins	Q12986
HGNC:18726	NFXL1		HOZFP	4p12		Q6ZNB6
HGNC:7804	NFYA		HAP2, CBF-B, NF-YA	6p21.1		P23511
HGNC:34078	NFYAP1	NFYAP		13q21.31		
HGNC:7805	NFYB		CBF-A, HAP3, NF-YB	12q23.3		P25208
HGNC:7806	NFYC		CBF-C, NF-YC	1p34.2		Q13952
HGNC:49451	NFYC-AS1		0808y08y	1p34.2		
HGNC:14077	NGB			14q24.3		Q9NPG2
HGNC:20271	NGDN	C14orf120	DKFZP564O092, LCP5, lpd-2, NGD, CANu1	14q11.2		Q8NEJ9
HGNC:7807	NGEF		ARHGEF27	2q37.1	Rho guanine nucleotide exchange factors	Q8N5V2
HGNC:7808	NGF	NGFB		1p13.2	Endogenous ligands	P01138
HGNC:7809	NGFR		TNFRSF16, CD271, p75NTR	17q21.33	CD molecules|Tumor necrosis factor receptor superfamily	P08138
HGNC:17646	NGLY1		FLJ11005, PNG1	3p24.2		Q96IV0
HGNC:18077	NGRN		DSC92	15q26.1		Q9NPE2
HGNC:7811	NHCP1			16		
HGNC:25737	NHEJ1		Cernunnos, XLF, FLJ12610	2q35		Q9H9Q4
HGNC:7817	NHLH1	HEN1	NSCL, NSCL1, bHLHa35	1q23.2	Basic helix-loop-helix proteins	Q02575
HGNC:7818	NHLH2	HEN2	NSCL2, bHLHa34	1p13.1	Basic helix-loop-helix proteins	Q02577
HGNC:21576	NHLRC1		bA204B7.2, EPM2B, malin	6p22.3		Q6VVB1
HGNC:24731	NHLRC2		FLJ25621, FLJ20147, FLJ33312, MGC45492, DKFZp779F115	10q25.3		Q8NBF2
HGNC:33751	NHLRC3			13q13.3		Q5JS37
HGNC:26700	NHLRC4			16p13.3		P0CG21
HGNC:14377	NHP2	NOLA2	FLJ20479	5q35.3	H/ACA ribonucleoprotein complex	Q9NX24
HGNC:23582	NHP2P1	NOLA2P1	bA360G10.4	10q23.32		
HGNC:22797	NHP2P2		TCAG_30283	7p15.2		
HGNC:7820	NHS			Xp22.2-p22.13		Q6T4R5
HGNC:40403	NHS-AS1			Xp22.13		
HGNC:21021	NHSL1	C6orf63	bA43P8.1, KIAA1357	6q24.1		Q5SYE7
HGNC:33737	NHSL2			Xq13.1		Q5HYW2
HGNC:18317	NICN1		MGC12936	3p21.31		Q9BSH3
HGNC:18322	NICN2P			Xp11.3-p11.22		
HGNC:7821	NID1	NID	entactin	1q42.3		P14543
HGNC:13389	NID2			14q22.1		Q14112
HGNC:7822	NIDDM1			2q		
HGNC:7823	NIDDM2			12q24.2		
HGNC:13390	NIF3L1	ALS2CR1	CALS-7, MDS015	2q33.1		Q9GZT8
HGNC:17838	NIFK	MKI67IP	Nopp34, hNIFK	2q14.3	RNA binding motif containing	Q9BYG3
HGNC:27385	NIFK-AS1			2q14.3		
HGNC:44949	NIFKP1	MKI67IPP1		10p11.23		
HGNC:44950	NIFKP2	MKI67IPP2		5q35.2		
HGNC:44951	NIFKP3	MKI67IPP3		12p13.31		
HGNC:44952	NIFKP4	MKI67IPP4		15q24.2		
HGNC:44953	NIFKP5	MKI67IPP5		15q26.1		
HGNC:44954	NIFKP6	MKI67IPP6		19q13.41		
HGNC:44955	NIFKP7	MKI67IPP7		3p22.3		
HGNC:44956	NIFKP8	MKI67IPP8		15q25.3		
HGNC:44957	NIFKP9	MKI67IPP9		2q14.3		
HGNC:28646	NIM1K		MGC42105, NIM1	5p12		Q8IY84
HGNC:14906	NIN			14q22.1	EF-hand domain containing	Q8N4C6
HGNC:7824	NINJ1		NIN1	9q22.31		Q92982
HGNC:7825	NINJ2			12p13.33		Q9NZG7
HGNC:29163	NINL		KIAA0980, NLP	20p11.21	EF-hand domain containing	Q9Y2I6
HGNC:24328	NIP7		CGI-37, FLJ10296, HSPC031, KD93	16q22.1		Q9Y221
HGNC:45180	NIP7P1			10q23.33		
HGNC:45181	NIP7P2			3q22.1		
HGNC:45182	NIP7P3			6q22.1		
HGNC:17043	NIPA1	SPG6	MGC35570	15q11.2		Q7RTP0
HGNC:17044	NIPA2			15q11.2		Q8N8Q9
HGNC:42041	NIPA2P1			7q21.13		
HGNC:42042	NIPA2P2			3p12.3		
HGNC:42043	NIPA2P3			21q21.1		
HGNC:42044	NIPA2P4			8q21.13		
HGNC:42045	NIPA2P5			13q31.1		
HGNC:27194	NIPAL1	NPAL1	DKFZp686A06115	4p12		Q6NVV3
HGNC:25854	NIPAL2	NPAL2	FLJ13955	8q22.2		Q9H841
HGNC:25233	NIPAL3	NPAL3	DJ462O23.2	1p36.11		Q6P499
HGNC:28018	NIPAL4		ICHYN	5q33.3		Q0D2K0
HGNC:28862	NIPBL		IDN3, DKFZp434L1319, FLJ11203, FLJ12597, FLJ13354, FLJ13648, Scc2	5p13.2		Q6KC79
HGNC:51293	NIPBL-AS1		NIPBL-AS	5p13.2		
HGNC:7827	NIPSNAP1			22q12.2		Q9BPW8
HGNC:23619	NIPSNAP3A		DKFZp564D177, FLJ13953, HSPC299, MGC14553	9q31.1		Q9UFN0
HGNC:23641	NIPSNAP3B		FLJ11275	9q31.1		Q9BS92
HGNC:18006	NISCH		KIAA0975, I-1, IRAS	3p21.1		Q9Y2I1
HGNC:7828	NIT1			1q23.3		Q86X76
HGNC:29878	NIT2			3q12.2		Q9NQR4
HGNC:25743	NKAIN1	FAM77C	FLJ12650	1p35.2	Na+/K+ transporting ATPase interacting	Q4KMZ8
HGNC:38593	NKAIN1P1			1q21.1		
HGNC:16443	NKAIN2	TCBA1	FAM77B	6q22.31	Na+/K+ transporting ATPase interacting	Q5VXU1
HGNC:26829	NKAIN3	FAM77D	FLJ39630	8q12.3	Na+/K+ transporting ATPase interacting	Q8N8D7
HGNC:16191	NKAIN4	C20orf58	bA261N11.2, FAM77A	20q13.33	Na+/K+ transporting ATPase interacting	Q8IVV8
HGNC:29873	NKAP		FLJ22626	Xq24		Q8N5F7
HGNC:21584	NKAPL	C6orf194	bA424I5.1	6p22.1		Q5M9Q1
HGNC:26706	NKAPP1	CXorf42	FLJ36576	Xq24		Q8N9T2
HGNC:17045	NKD1			16q12.1	EF-hand domain containing	Q969G9
HGNC:17046	NKD2		Naked2	5p15.33	EF-hand domain containing	Q969F2
HGNC:7830	NKG7		GIG1, GMP-17	19q13.41		Q16617
HGNC:51599	NKILA			20q13.31	Long non-coding RNAs	
HGNC:17899	NKIRAS1		KBRAS1, kappaB-Ras1	3p24.2	RAS type GTPase family	Q9NYS0
HGNC:17898	NKIRAS2		KBRAS2, DKFZP434N1526, kappaB-Ras2	17q21.2	RAS type GTPase family	Q9NYR9
HGNC:24739	NKPD1		FLJ33600	19q13.32		Q17RQ9
HGNC:19374	NKRF		ITBA4, NRF	Xq24	G-patch domain containing	O15226
HGNC:7832	NKS1		EC-1	6p21.3		
HGNC:7833	NKTR		p104	3p22.1	Cyclophilin peptidylprolyl isomerases	P30414
HGNC:24975	NKX1-1		HSPX153, SAX2	4p16.3	NKL subclass homeoboxes and pseudogenes	Q15270
HGNC:31652	NKX1-2	C10orf121	bB238F13.2	10q26.13	NKL subclass homeoboxes and pseudogenes	Q9UD57
HGNC:11825	NKX2-1	NKX2A, BCH, TITF1	TTF-1, TTF1	14q13.3	NKL subclass homeoboxes and pseudogenes	P43699
HGNC:40585	NKX2-1-AS1			14q13.3		
HGNC:7835	NKX2-2	NKX2B	NKX2.2	20p11.22	NKL subclass homeoboxes and pseudogenes	O95096
HGNC:37154	NKX2-2-AS1		NKX2-2AS	20p11.22		
HGNC:7836	NKX2-3	NKX2C	NKX2.3, CSX3, NKX4-3	10q24.2	NKL subclass homeoboxes and pseudogenes	Q8TAU0
HGNC:7837	NKX2-4	NKX2D	NKX2.4	20p11.22	NKL subclass homeoboxes and pseudogenes	Q9H2Z4
HGNC:2488	NKX2-5	CSX, NKX2E	CSX1, NKX2.5, NKX4-1	5q34	NKL subclass homeoboxes and pseudogenes	P52952
HGNC:32940	NKX2-6		CSX2, NKX4-2	8p21.2	NKL subclass homeoboxes and pseudogenes	A6NCS4
HGNC:16364	NKX2-8	NKX2H	NKX2.8, Nkx2-9	14q13.3	NKL subclass homeoboxes and pseudogenes	O15522
HGNC:7838	NKX3-1	NKX3A	NKX3.1, BAPX2	8p21.2	NKL subclass homeoboxes and pseudogenes	Q99801
HGNC:951	NKX3-2	BAPX1	NKX3B, NKX3.2	4p15.33	NKL subclass homeoboxes and pseudogenes	P78367
HGNC:7839	NKX6-1	NKX6A	Nkx6.1	4q21.23	NKL subclass homeoboxes and pseudogenes	P78426
HGNC:19321	NKX6-2		NKX6B, GTX, NKX6.1	10q26.3	NKL subclass homeoboxes and pseudogenes	Q9C056
HGNC:26328	NKX6-3		FLJ25169	8p11.21	NKL subclass homeoboxes and pseudogenes	A6NJ46
HGNC:19889	NLE1		FLJ10458	17q12	WD repeat domain containing	Q9NVX2
HGNC:14291	NLGN1		KIAA1070	3q26.31		Q8N2Q7
HGNC:40676	NLGN1-AS1			3q26.31		
HGNC:14290	NLGN2		KIAA1366	17p13.1		Q8NFZ4
HGNC:14289	NLGN3		HNL3, KIAA1480, ASPGX1, AUTSX1	Xq13.1		Q9NZ94
HGNC:14287	NLGN4X	NLGN4	KIAA1260, NLGN, HLNX	Xp22.32-p22.31		Q8N0W4
HGNC:15529	NLGN4Y		KIAA0951	Yq11.221		Q8NFZ3
HGNC:38793	NLGN4Y-AS1	NLGN4YAS, NLGN4Y-AS		Yq11.221		
HGNC:29858	NLK			17q11.2		Q9UBE8
HGNC:16058	NLN	AGTBP	KIAA1226	5q12.3		Q9BYT8
HGNC:29889	NLRC3		CLR16.2, FLJ00348, NOD3	16p13.3	NLR family	Q7RTR2
HGNC:16412	NLRC4	CARD12	CLAN1, ipaf, CLANA, CLANB, CLANC, CLAND, CLR2.1, CLAN	2p22.3	Caspase recruitment domain containing|NLR family	Q9NPP4
HGNC:29933	NLRC5		NOD27, CLR16.1, FLJ21709	16q13	NLR family	Q86WI3
HGNC:14374	NLRP1	NALP1, SLEV1	KIAA0926, DKFZp586O1822, CARD7, NAC, CLR17.1, DEFCAP, VAMAS1	17p13	Caspase recruitment domain containing|NLR family|Pyrin domain containing	Q9C000
HGNC:22948	NLRP2	NALP2	FLJ20510, PYPAF2, NBS1, PAN1, CLR19.9	19q13.42	NLR family|Pyrin domain containing	Q9NX02
HGNC:29887	NLRP2B	NLRP2P	NOD24, NALP2P, CLRX.1, POP4	Xp11.21	NLR family|Pyrin domain containing	P0DMW2
HGNC:16400	NLRP3	C1orf7, CIAS1	AGTAVPRL, AII, AVP, FCAS, FCU, NALP3, PYPAF1, MWS, CLR1.1	1q44	NLR family|Pyrin domain containing	Q96P20
HGNC:29886	NLRP3P1	NLRP3P	NOD13	Xq22.3	NLR family|Pyrin domain containing	
HGNC:22943	NLRP4	NALP4	PYPAF4, FLJ32126, PAN2, RNH2, CLR19.5, CT58	19q13.43	NLR family|Pyrin domain containing	Q96MN2
HGNC:21269	NLRP5	NALP5	PYPAF8, MATER, PAN11, CLR19.8	19q13.43	NLR family|Pyrin domain containing	P59047
HGNC:22944	NLRP6	NALP6	PYPAF5, PAN3, CLR11.4	11p15.5	NLR family|Pyrin domain containing	P59044
HGNC:22947	NLRP7	NALP7	PYPAF3, NOD12, PAN7, CLR19.4	19q13.42	NLR family|Pyrin domain containing	Q8WX94
HGNC:22940	NLRP8	NALP8	NOD16, PAN4, CLR19.2	19q13.43	NLR family|Pyrin domain containing	Q86W28
HGNC:22941	NLRP9	NALP9	NOD6, PAN12, CLR19.1	19q13.43	NLR family|Pyrin domain containing	Q7RTR0
HGNC:29888	NLRP9P1	NLRP9P	NOD25	12q24.33	NLR family|Pyrin domain containing	
HGNC:21464	NLRP10	NALP10	NOD8, PAN5, Pynod, CLR11.1	11p15.4	NLR family|Pyrin domain containing	Q86W26
HGNC:22945	NLRP11	NALP11	PYPAF6, NOD17, PAN10, CLR19.6	19q13.43	NLR family|Pyrin domain containing	P59045
HGNC:22938	NLRP12	NALP12	RNO2, PYPAF7, Monarch1, PAN6, CLR19.3	19q13.42	NLR family|Pyrin domain containing	P59046
HGNC:22937	NLRP13	NALP13	NOD14, PAN13, CLR19.7	19q13.43	NLR family|Pyrin domain containing	Q86W25
HGNC:22939	NLRP14	NALP14	NOD5, GC-LRR, Nalp-iota, PAN8, CLR11.2	11p15.4	NLR family|Pyrin domain containing	Q86W24
HGNC:29890	NLRX1		NOD9, CLR11.3	11q23.3	NLR family	Q86UT6
HGNC:7841	NM			7q22-qter		
HGNC:7842	NMB		MGC2277, MGC3936, MGC17211	15q25.2		P08949
HGNC:7843	NMBR		BB1, BB1R	6q24.1	Bombesin receptors	P28336
HGNC:24250	NMD3		CGI-07	3q26.1		Q96D46
HGNC:22672	NMD3P1	NMD3P		7q11.21		
HGNC:37820	NMD3P2			7p11.2		
HGNC:7849	NME1		NM23, NM23-H1, NDPKA	17q21.33	NME/NM23 family	P15531
HGNC:33531	NME1-NME2		NM23-LV, NMELV	17q21.33		
HGNC:39904	NME1P1			13q12.11		
HGNC:7850	NME2		NM23-H2, NDPKB	17q21.33	NME/NM23 family	P22392
HGNC:31358	NME2P1			12q24.23		O60361
HGNC:7851	NME3		DR-nm23, NM23-H3, NDPKC	16p13.3	NME/NM23 family	Q13232
HGNC:7852	NME4		nm23-H4, NM23H4, NDPKD	16p13.3	NME/NM23 family	O00746
HGNC:7853	NME5		nm23-H5, RSPH23	5q31.2	NME/NM23 family	P56597
HGNC:20567	NME6		NM23-H6, IPIA-ALPHA	3p21.31	NME/NM23 family	O75414
HGNC:20461	NME7		FLJ37194, NM23-H7, CFAP67	1q24.2	NME/NM23 family	Q9Y5B8
HGNC:16473	NME8	TXNDC3	CILD6, SPTRX2, NM23-H8	7p14.1	NME/NM23 family	Q8N427
HGNC:21343	NME9	TXNDC6	TXL-2, NM23-H9	3q22.3	NME/NM23 family	Q86XW9
HGNC:7854	NMI			2q23.3		Q13287
HGNC:17877	NMNAT1	LCA9	NMNAT, PNAT1	1p36.22		Q9HAN9
HGNC:20024	NMNAT1P1	NMNATP		14q31.1		
HGNC:49164	NMNAT1P2			1q23.3		
HGNC:49165	NMNAT1P3			3q28		
HGNC:49166	NMNAT1P4			4q31.21		
HGNC:49167	NMNAT1P5			15q22.2		
HGNC:16789	NMNAT2	C1orf15	KIAA0479, PNAT2	1q25.3		Q9BZQ4
HGNC:20989	NMNAT3		PNAT3	3q23		Q96T66
HGNC:24987	NMRAL1		FLJ25918, HSCARG, SDR48A1	16p13.3	Short chain dehydrogenase/reductase superfamily	Q9HBL8
HGNC:52332	NMRAL2P	NMRAL1P1		3q27.2		
HGNC:26057	NMRK1	C9orf95	FLJ20559, NRK1, bA235O14.2	9q21.13		Q9NWW6
HGNC:17871	NMRK2	ITGB1BP3	MIBP, NRK2	19p13.3		Q9NPI5
HGNC:32203	NMS			2q11.2	Endogenous ligands	Q5H8A3
HGNC:7857	NMT1		NMT	17q21.31		P30419
HGNC:7858	NMT2			10p13		O60551
HGNC:34892	NMTRL-TAA1-1	TRNAL31		4q32.1	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:35097	NMTRL-TAA2-1	TRNAL46P		2q14.1	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:35095	NMTRL-TAA3-1	TRNAL45P		1q43	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:34945	NMTRL-TAA4-1	TRNAL37		Xp11.21	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:35038	NMTRL-TAA5-1	TRNAL42P		20q13.31	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:35027	NMTRL-TAA6-1	TRNAL41P		8q11.1	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:35035	NMTRP-TGG1-1	TRNAP23P		1q43	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:35033	NMTRQ-CTG1-1	TRNAQ38P		10p12.31	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:35048	NMTRQ-TTG1-1	TRNAQ40P		Xp11.21	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:35091	NMTRQ-TTG2-1	TRNAQ48P		7q34	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:34778	NMTRQ-TTG3-1	TRNAQ18		2q14.1	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:35062	NMTRQ-TTG4-1	TRNAQ42P		3q13.12	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:34965	NMTRQ-TTG5-1	TRNAQ31		16p13.3	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:35085	NMTRQ-TTG6-1	TRNAQ47P		12q13.12	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:35015	NMTRQ-TTG7-1	TRNAQ34P		2q21.1	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:35018	NMTRQ-TTG8-1	TRNAQ35P		Yp11.2	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:35022	NMTRQ-TTG9-1	TRNAQ36P		2q21.1	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:35099	NMTRQ-TTG10-1	TRNAQ50P		13q13.3	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:35076	NMTRQ-TTG11-1	TRNAQ43P		8p12	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:35051	NMTRQ-TTG12-1	TRNAQ41P		17p11.2	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:35112	NMTRQ-TTG13-1	TRNAQ52P		7p11.2	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:34617	NMTRQ-TTG14-1	TRNAQ9		9p24.1	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:35117	NMTRQ-TTG15-1	TRNAQ54P		4q32.1	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:34614	NMTRS-TGA1-1	TRNAS8		2q21.1	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:35100	NMTRS-TGA2-1	TRNAS31P		2q21.1	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:35087	NMTRS-TGA3-1	TRNAS30P		17p11.2	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:35088	NMTRV-TAC1-1	TRNAV37P		6q25.3	Nuclear-encoded mitochondrial transfer RNAs	
HGNC:7859	NMU			4q12	Endogenous ligands	P48645
HGNC:4518	NMUR1	GPR66	GPC-R, FM-3, NMU1R	2q37.1	Neuromedin U receptors	Q9HB89
HGNC:16454	NMUR2	NMU2R		5q33.1	Neuromedin U receptors	Q9GZQ4
HGNC:7860	NNAT		Peg5	20q11.23		Q16517
HGNC:7861	NNMT			11q23.1		P40261
HGNC:7862	NNO1			11p13		
HGNC:7863	NNT			5p12		Q13423
HGNC:49005	NNT-AS1			5p12	Long non-coding RNAs	
HGNC:28473	NOA1	C4orf14	MGC3232, hAtNOS1, hNOA1, MTG3	4q12		Q8NC60
HGNC:29540	NOB1	PSMD8BP1	NOB1P, ART-4, MST158	16q22.1		Q9ULX3
HGNC:22448	NOBOX		OG2, Og2x	7q35	PRD class homeoboxes and pseudogenes	O60393
HGNC:24517	NOC2L		DKFZP564C186, NET7, NET15, NIR, PPP1R112	1p36.33	Protein phosphatase 1 regulatory subunits	Q9Y3T9
HGNC:52285	NOC2LP1			2q21.1		
HGNC:52286	NOC2LP2			2q21.1		
HGNC:24034	NOC3L	C10orf117	AD24, FLJ12820, FAD24	10q23.33		Q8WTT2
HGNC:28461	NOC4L		MGC3162, NET49, UTP19	12q24.33		Q9BVI4
HGNC:14254	NOCT	CCRN4L	CCR4L, Ccr4c, NOC	4q31.1		Q9UK39
HGNC:16390	NOD1	CARD4	NLRC1, CLR7.1	7p14.3	Caspase recruitment domain containing|NLR family	Q9Y239
HGNC:5331	NOD2	IBD1, CARD15	BLAU, CD, PSORAS1, CLR16.3, NLRC2	16q12.1	Caspase recruitment domain containing|NLR family	Q9HC29
HGNC:7865	NODAL			10q22.1		Q96S42
HGNC:7866	NOG	SYNS1, SYM1		17q22		Q13253
HGNC:7869	NOL3		ARC, NOP30, MYP, CARD2	16q22.1	Caspase recruitment domain containing	O60936
HGNC:7870	NOL4		NOLP, HRIHFB2255, CT125	18q12.1		O94818
HGNC:16106	NOL4L	C20orf113, C20orf112	dJ1184F4.2, DKFZP566G1424, dJ1184F4.4	20q11.21		Q96MY1
HGNC:19910	NOL6		bA311H10.1, Nrap, FLJ21959, MGC14896, MGC14921, MGC20838, UTP22	9p13.3		Q9H6R4
HGNC:21040	NOL7	C6orf90, PQBP3	NOP27, RARG-1, dJ223E5.2	6p23		Q9UMY1
HGNC:23387	NOL8	C9orf34	FLJ20736, Nop132	9q22.31	RNA binding motif containing	Q76FK4
HGNC:49557	NOL8P1			4q32.3		
HGNC:26265	NOL9		FLJ23323, NET6, Grc3	1p36.31	5FMC ribosome biogenesis complex	Q5SY16
HGNC:25862	NOL10	PQBP5	FLJ14075	2p25.1		Q9BSC4
HGNC:24557	NOL11		DKFZP586L0724	17q24.2		Q9H8H0
HGNC:28585	NOL12		MGC3731, Nop25, RRP17	22q13.1		Q9UGY1
HGNC:15608	NOLC1		P130, KIAA0035, NOPP140, NOPP130	10q24.32		Q14978
HGNC:13244	NOM1	C7orf3	SGD1, PPP1R113	7q36.3	Protein phosphatase 1 regulatory subunits	Q5C9Z4
HGNC:30060	NOMO1		PM5	16p13.11		Q15155
HGNC:22652	NOMO2		NOMO, PM5	16p12.3		Q5JPE7
HGNC:25242	NOMO3			16p13.11		P69849
HGNC:7871	NONO		NRB54, NMT55, P54NRB, P54, PPP1R114	Xq13.1	Protein phosphatase 1 regulatory subunits|RNA binding motif containing	Q15233
HGNC:42031	NONOP1			16q22.1		
HGNC:42032	NONOP2			2p16.1		
HGNC:7867	NOP2	NOL1	NOP120, NSUN1, p120	12p13.31	NOP2/Sun RNA methyltransferase family	P46087
HGNC:19826	NOP9	C14orf21		14q12		Q86U38
HGNC:14378	NOP10	NOLA3	NOP10P, MGC70651	15q14	H/ACA ribonucleoprotein complex	Q9NPE3
HGNC:16821	NOP14	C4orf9, NOL14	RES4-25, UTP2	4p16.3		P78316
HGNC:20205	NOP14-AS1	C4orf10	RES4-24	4p16.3		
HGNC:26934	NOP16		HSPC111, HSPC185, LOC51491	5q35.2		Q9Y3C1
HGNC:15911	NOP56	NOL5A	SCA36	20p13		O00567
HGNC:13962	NOP56P1	NOL5B, NOL5BP	NOP56-L, dJ207F6.1	6p22.1		
HGNC:49800	NOP56P2			9p21.3		
HGNC:49801	NOP56P3			12q21.2		
HGNC:29926	NOP58		NOP5, HSPC120	2q33.1		Q9Y2X3
